method,surfaceIfs,nestedIfs,surfaceSwitches,nestedSwitches,surfaceFors,nestedFors,surfaceForEachs,nestedForEachs,surfaceWhiles,nestedWhiles,surfaceDos,nestedDos,iterativeStmts,conditionalStmts
"com.alibaba.druid.sql.visitor.SQLEvalVisitorUtils.visit(SQLEvalVisitor,SQLCharExpr)",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"com.alibaba.druid.filter.stat.StatFilterContext.executeAfter(String,long,Throwable)",0,0,0,0,1,0,0,0,0,0,0,0,1,0
com.alibaba.druid.sql.ast.expr.SQLIdentifierExpr.getSimpleName(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.dialect.mysql.visitor.MySqlSchemaStatVisitor.visit(MySqlExplainStatement),3,1,0,0,0,0,0,0,0,0,0,0,0,4
"com.alibaba.druid.proxy.DruidDriver.connect(String,Properties)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.alibaba.druid.filter.config.ConfigFilter.getPublicKey(Properties,Properties)",3,0,0,0,0,0,0,0,0,0,0,0,0,3
com.alibaba.druid.filter.FilterAdapter.init(DataSourceProxy),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.visitor.SQLASTOutputVisitor.setParameters(List<Object>),1,0,0,1,0,0,0,0,0,0,0,0,0,2
com.alibaba.druid.filter.FilterChainImpl.reset(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.alibaba.druid.filter.FilterChainImpl.callableStatement_registerOutParameter(CallableStatementProxy,int,int)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.alibaba.druid.wall.spi.WallVisitorUtils.getConditionValue(WallVisitor,SQLExpr,boolean)",0,8,0,2,0,0,0,0,0,0,0,0,0,10
com.alibaba.druid.support.json.JSONUtils.parse(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.alibaba.druid.sql.dialect.sqlserver.parser.SQLServerStatementParser.parseInsert0(SQLInsertInto,boolean)",7,2,0,0,0,1,0,0,0,0,0,0,1,9
com.alibaba.druid.sql.SQLTransformUtils.transformOracleToPostgresql(SQLMethodInvokeExpr),7,13,0,0,0,0,0,0,0,0,0,0,0,20
com.alibaba.druid.wall.spi.SQLServerWallVisitor.getConfig(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.proxy.jdbc.StatementProxyImpl.setSqlStat(JdbcSqlStat),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.util.JdbcUtils.isMySqlDriver(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.pool.DruidDataSource.getStatData(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.dialect.sqlserver.visitor.SQLServerOutputVisitor.visit(SQLSetStatement),1,2,0,0,1,0,0,0,0,0,0,0,1,3
com.alibaba.druid.sql.parser.SQLStatementParser.parseTruncate(),2,11,0,2,2,0,0,0,0,0,0,0,2,15
com.alibaba.druid.wall.WallProvider.setName(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.parser.SQLStatementParser.parseWith(),1,0,0,2,0,0,0,0,0,0,0,0,0,3
"com.alibaba.druid.filter.FilterAdapter.connection_createStatement(FilterChain,ConnectionProxy)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.parser.SQLExprParser.createSelectParser(),0,0,0,1,0,0,0,0,0,0,0,0,0,1
com.alibaba.druid.support.json.JSONParser.scanDigit(),2,4,0,0,1,0,0,0,0,0,0,0,1,6
"com.alibaba.druid.sql.repository.SchemaRepository.resolve(SQLStatement,SchemaResolveVisitor.Option...)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.alibaba.druid.proxy.jdbc.PreparedStatementProxyImpl.createParameter(int,Object)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.alibaba.druid.sql.repository.SchemaResolveVisitorFactory.resolve(SchemaResolveVisitor,SQLInsertStatement)",3,0,0,0,0,0,2,0,0,0,0,0,2,3
"com.alibaba.druid.sql.visitor.SQLEvalVisitorUtils.eq(Object,Object)",13,3,0,1,0,0,0,0,0,0,0,0,0,17
com.alibaba.druid.stat.JdbcDataSourceStat.getStatementStat(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.alibaba.druid.util.jdbc.PreparedStatementBase.setString(int,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.parser.SQLStatementParser.parseDropView(boolean),3,2,0,2,1,0,0,0,0,0,0,0,1,7
com.alibaba.druid.proxy.jdbc.StatementProxyImpl.getMaxRows(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.stat.JdbcStatManager.getStatContext(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.ast.statement.SQLUpdateStatement.getHints(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.alibaba.druid.util.Base64.base64toInt(char,byte[])",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.alibaba.druid.wall.spi.WallVisitorUtils.check(WallVisitor,SQLSelectItem)",3,2,0,2,0,0,0,0,0,0,0,0,0,7
"com.alibaba.druid.filter.stat.StatFilter.statementExecuteAfter(StatementProxy,String,boolean)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.dialect.oracle.parser.OracleSelectParser.queryRest(SQLSelectQuery),3,1,0,0,0,0,0,0,0,0,0,0,0,4
com.alibaba.druid.support.http.stat.WebAppStat.computeUserAgent(String),13,11,0,1,0,0,0,0,0,0,0,0,0,25
com.alibaba.druid.filter.FilterChainImpl.connection_getTransactionIsolation(ConnectionProxy),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.alibaba.druid.util.Base64.base64ToByteArray(String,boolean)",3,3,0,0,1,0,0,0,0,0,0,0,1,6
com.alibaba.druid.pool.DruidPooledStatement.executeUpdate(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.dialect.oracle.visitor.OracleOutputVisitor.visit(OraclePrimaryKey),3,2,0,0,0,0,0,0,0,0,0,0,0,5
"com.alibaba.druid.support.http.stat.WebAppStat.getURIStat(String,boolean)",3,1,0,1,0,0,0,0,0,0,0,0,0,5
"com.alibaba.druid.filter.FilterChainImpl.resultSet_getObject(ResultSetProxy,int)",3,0,0,0,0,0,0,0,0,0,0,0,0,3
com.alibaba.druid.wall.WallConfig.isConstArithmeticAllow(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.util.JdbcUtils.close(Closeable),1,0,0,0,0,0,0,0,0,0,0,0,0,1
com.alibaba.druid.wall.spi.MySqlWallVisitor.visit(SQLSelectItem),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.alibaba.druid.proxy.jdbc.PreparedStatementProxyImpl.setString(int,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.parser.SQLExprParser.multiplicative(),0,0,0,1,0,0,0,0,0,0,0,0,0,1
com.alibaba.druid.sql.ast.statement.SQLCreateTableStatement.findColumn(long),0,2,0,0,0,0,1,0,0,0,0,0,1,2
com.alibaba.druid.pool.DruidPooledConnection.beforeExecute(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
com.alibaba.druid.proxy.DruidDriver.createDataSourceId(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.pool.xa.JtdsXAConnection.close(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.dialect.mysql.parser.MySqlExprParser.parseAssignItem(),3,6,0,0,0,0,0,0,0,0,0,0,0,9
com.alibaba.druid.sql.parser.SQLCreateTableParser.parseCreateTable(boolean),6,8,0,0,0,2,0,0,0,0,0,0,2,14
com.alibaba.druid.sql.parser.Lexer.nextTokenIdent(),2,0,0,5,0,0,0,0,1,0,0,0,1,7
com.alibaba.druid.support.http.ResourceServlet.initAuthEnv(),3,4,0,0,0,0,0,2,0,0,0,0,2,7
com.alibaba.druid.sql.dialect.mysql.visitor.MySqlOutputVisitor.printValuesList(List<SQLInsertStatement.ValuesClause>),3,2,0,0,1,0,0,0,0,0,0,0,1,5
"com.alibaba.druid.wall.spi.WallVisitorUtils.checkDelete(WallVisitor,SQLDeleteStatement)",4,4,0,2,0,0,0,0,0,0,0,0,0,10
com.alibaba.druid.wall.spi.SQLServerWallProvider.createExportParameterVisitor(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.pool.DruidAbstractDataSource.isDupCloseLogEnable(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba.druid.sql.ast.statement.SQLSelect.setOrderBy(SQLOrderBy),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.alibaba.druid.filter.FilterAdapter.connection_prepareCall(FilterChain,ConnectionProxy,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.Gson.newJsonReader(Reader),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.GsonBuilder.create(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.Gson.newJsonWriter(Writer),2,0,0,0,0,0,0,0,0,0,0,0,0,2
com.google.gson.Gson.getAdapter(TypeToken<T>),3,2,0,0,0,0,0,1,0,0,0,0,1,5
"com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.write(JsonWriter,T)",1,1,0,0,0,0,0,0,0,0,0,0,0,2
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.createBoundField(Gson,Field,String,TypeToken<?>,boolean,boolean)",4,0,0,0,0,0,0,0,0,0,0,0,0,4
com.google.gson.Gson.atomicLongArrayAdapter(TypeAdapter<Number>),0,0,0,0,2,0,0,0,1,0,0,0,3,0
"com.google.gson.Gson.toJson(Object,Type,Appendable)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.internal.ConstructorConstructor.newDefaultConstructor(Class<?superT>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.bind.TypeAdapters.newFactory(Class<TT>,Class<TT>,TypeAdapter<?superTT>)",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"com.google.gson.internal.bind.TypeAdapters.newFactoryForMultipleTypes(Class<TT>,Class<?extendsTT>,TypeAdapter<?superTT>)",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"com.google.gson.internal.bind.TypeAdapters.newFactory(Class<TT>,TypeAdapter<TT>)",0,0,0,1,0,0,0,0,0,0,0,0,0,1
com.google.gson.internal.Excluder.isAnonymousOrLocal(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.TypeAdapter.nullSafe(),2,0,0,0,0,0,0,0,0,0,0,0,0,2
com.google.gson.internal.Streams.parse(JsonReader),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.Gson.atomicLongAdapter(TypeAdapter<Number>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.getBoundFields(Gson,TypeToken<?>,Class<?>)",1,4,0,0,0,1,0,1,1,0,0,0,3,5
com.google.gson.stream.JsonReader.peek(),1,0,1,9,0,0,0,0,0,0,0,0,0,11
"com.google.gson.Gson.fromJson(String,Type)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.google.gson.Gson.toJsonTree(Object,Type)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.GsonBuilder.registerTypeAdapter(Type,Object)",3,0,0,0,0,0,0,0,0,0,0,0,0,3
com.google.gson.internal.JavaVersion.parseDotted(String),0,1,0,0,0,0,0,0,0,0,0,0,0,1
com.google.gson.stream.JsonReader.doPeek(),4,3,1,9,0,0,0,0,0,0,0,0,0,17
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.create(Gson,TypeToken<T>)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.google.gson.internal.bind.TypeAdapters.newTypeHierarchyFactory(Class<T1>,TypeAdapter<T1>)",2,0,0,1,0,0,0,0,0,0,0,0,0,3
com.google.gson.stream.JsonWriter.beginObject(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.JsonParser.parse(Reader),0,1,0,0,0,0,0,0,0,0,0,0,0,1
com.google.gson.Gson.doubleAdapter(boolean),3,0,0,0,0,0,0,0,0,0,0,0,0,3
com.google.gson.Gson.floatAdapter(boolean),3,0,0,0,0,0,0,0,0,0,0,0,0,3
"com.google.gson.internal.ConstructorConstructor.newUnsafeAllocator(Type,Class<?superT>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.ConstructorConstructor.newDefaultImplementationConstructor(Type,Class<?superT>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.Gson.toJson(Object,Type,JsonWriter)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.JsonStreamParser.next(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
com.google.gson.TypeAdapter.fromJson(Reader),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.Gson.fromJson(String,Class<T>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.Excluder.excludeClassInStrategy(Class<?>,boolean)",0,1,0,0,0,0,1,0,0,0,0,0,1,1
com.google.gson.internal.JavaVersion.determineMajorJavaVersion(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.LinkedTreeMap.find(K,boolean)",3,4,0,0,0,0,0,0,0,1,0,0,1,7
com.google.gson.reflect.TypeToken.getSuperclassTypeParameter(Class<?>),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.google.gson.internal.bind.CollectionTypeAdapterFactory.create(Gson,TypeToken<T>)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
com.google.gson.stream.JsonWriter.beforeValue(),0,0,1,0,0,0,0,0,0,0,0,0,0,1
com.google.gson.reflect.TypeToken.hashCode(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.stream.JsonReader.isLenient(),0,0,0,9,0,0,0,0,0,0,0,0,0,9
com.google.gson.stream.JsonWriter.beforeName(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.google.gson.internal.LinkedTreeMap.rebalance(Node<K,V>,boolean)",0,7,0,0,1,0,0,0,0,0,0,0,1,7
com.google.gson.stream.JsonReader.nextUnquotedValue(),0,4,0,9,0,1,0,0,0,0,0,0,1,13
com.google.gson.internal.JavaVersion.getMajorJavaVersion(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.internal.Primitives.isPrimitive(Type),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.bind.MapTypeAdapterFactory.create(Gson,TypeToken<T>)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.excludeField(Field,boolean)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.stream.JsonReader.nextNonWhitespace(boolean),1,6,0,9,0,0,0,0,1,0,0,0,1,16
"com.google.gson.stream.JsonWriter.open(int,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.internal.bind.TreeTypeAdapter.read(JsonReader),2,0,0,0,0,0,0,0,0,0,0,0,0,2
com.google.gson.JsonPrimitive.getAsCharacter(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.Excluder.excludeField(Field,boolean)",7,2,0,0,0,0,0,1,0,0,0,0,1,9
com.google.gson.internal.LinkedHashTreeMap.findByObject(Object),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.bind.TreeTypeAdapter.newFactoryWithMatchRawType(TypeToken<?>,Object)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.Excluder.create(Gson,TypeToken<T>)",3,0,0,0,0,0,0,0,0,0,0,0,0,3
com.google.gson.JsonArray.add(Character),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.Streams.write(JsonElement,JsonWriter)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory.create(Gson,TypeToken<T>)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
com.google.gson.stream.JsonReader.locationString(),0,0,0,9,0,0,0,0,0,0,0,0,0,9
com.google.gson.stream.JsonWriter.setHtmlSafe(boolean),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.excludeField(Field,boolean,Excluder)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gson.stream.JsonWriter.name(String),3,0,0,0,0,0,0,0,0,0,0,0,0,3
com.google.gson.DefaultDateTypeAdapter.deserializeToDate(String),0,0,0,0,0,0,0,1,0,0,0,0,1,0
com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.getFieldNames(Field),2,0,0,0,0,0,1,0,0,0,0,0,1,2
com.google.gson.internal.reflect.ReflectionAccessor.getInstance(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.scale.BaseResampler.resample(Picture,Picture)",1,0,0,0,1,6,0,0,0,0,0,0,7,1
org.jcodec.common.io.VLC.readVLC(BitReader),0,1,0,0,1,0,0,0,0,0,0,0,1,1
org.jcodec.codecs.h264.decode.CoeffTransformer.idct4x4(int[]),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.decode.MBlockDecoderBase.predictChromaInter(Frame[][],MvList,int,int,int,Picture,PartPred[])",0,1,0,0,1,2,0,0,0,0,0,0,3,1
"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeVert(Picture,int,int,int,int,int,int,int)",0,1,0,0,1,0,0,0,0,0,0,0,1,1
"org.jcodec.codecs.h264.decode.BlockInterpolator.getBlockChroma(byte[],int,int,byte[],int,int,int,int,int,int)",1,2,0,0,0,0,0,0,0,0,0,0,0,3
"org.jcodec.common.io.VLC.invert(int,int,int,IntArrayList,IntArrayList)",0,3,0,0,1,1,0,0,0,0,0,0,2,3
org.jcodec.codecs.h264.decode.SliceDecoder.initContext(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.decode.FrameReader.createSliceReader(ByteBuffer,NALUnit)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBs(int,int,int,byte[],byte[],int,int,int,int,int,int,boolean)",4,0,0,0,0,0,0,0,0,0,0,0,0,4
"org.jcodec.codecs.h264.encode.MBEncoderP16x16.luma(Picture,int[],int,int,BitWriter,int,int[])",0,0,0,0,2,2,0,0,0,0,0,0,4,0
"org.jcodec.codecs.h264.encode.MBEncoderI16x16.luma(Picture,int,int,BitWriter,int,Picture,CAVLC)",0,0,0,0,1,0,0,0,0,0,0,0,1,0
"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.calcBsV(Picture,int,int[][])",1,0,0,0,1,2,0,0,0,0,0,0,3,1
"org.jcodec.common.model.Picture.createCropped(int,int,ColorSpace,Rect)",0,1,0,0,3,0,0,0,0,0,0,0,3,1
"org.jcodec.common.tools.MathUtil.clip(int,int,int)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.jcodec.codecs.h264.decode.BlockInterpolator.initUnsafe(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.encode.MBEncoderP16x16.mvEstimate(Picture,int,int,int,int)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.io.CAVLC.writeACBlock(BitWriter,int,int,MBType,MBType,int[],VLC[],int,int,int[])",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.jcodec.codecs.h264.decode.MBlock.clear(),1,0,0,0,1,0,0,0,0,0,0,0,1,1
"org.jcodec.codecs.h264.io.CABAC.initModels(int[][],SliceType,int,int)",0,1,0,1,1,0,0,0,0,0,0,0,1,2
"org.jcodec.codecs.h264.encode.MotionEstimator.estimate(Picture,byte[],int,int,int,int)",0,2,0,0,1,0,0,0,0,0,0,0,1,2
"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBlockEdgeHoris(Picture,int,int,int,int,int,int,int)",0,1,0,0,1,0,0,0,0,0,0,0,1,1
"org.jcodec.codecs.h264.encode.MBDeblocker.filterBs(int,int,int,byte[],byte[],int,int,int,int,int,int)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.filterBs4(int,int,byte[],byte[],int,int,int,int,int,int,int,int,boolean)",4,0,0,0,0,0,0,0,0,0,0,0,0,4
org.jcodec.containers.mps.MPSDemuxer.probe(ByteBuffer),0,7,0,1,0,0,0,0,1,0,0,0,1,8
"org.jcodec.codecs.h264.decode.MBlockDecoderInter.decode16x16(MBlock,Picture,Frame[][],PartPred)",0,0,0,0,1,0,0,0,0,0,0,0,1,0
org.jcodec.codecs.h264.decode.CAVLCReader.readUE(BitReader),1,0,0,0,0,0,0,0,1,0,0,0,1,1
"org.jcodec.codecs.h264.decode.MBlockDecoderUtils.collectPredictors(DecoderState,Picture,int)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.decode.MBlockDecoderBase.decodeChroma(MBlock,int,int,boolean,boolean,Picture,int)",2,0,0,0,0,0,0,0,0,0,0,0,0,2
"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma12(byte[],int,byte[],int,int,int,int,int,int)",0,0,0,0,1,1,0,0,0,0,0,0,2,0
"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.calcBsH(Picture,int,int[][])",1,0,0,0,1,2,0,0,0,0,0,0,3,1
org.jcodec.codecs.h264.decode.SliceReader.readIntraNxN(MBlock),4,0,0,0,0,2,0,0,0,0,0,0,2,4
"org.jcodec.codecs.h264.encode.MBDeblocker.deblockMBP(EncodedMB,EncodedMB,EncodedMB)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.jcodec.codecs.h264.io.CAVLC.codeTableChromaDC(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jcodec.codecs.h264.decode.SliceReader.readMacroblock(MBlock),3,4,0,0,0,0,0,0,0,0,0,0,0,7
org.jcodec.codecs.h264.decode.SliceDecoder.decodeMacroblocks(Frame[][]),0,0,0,0,0,0,0,0,1,0,0,0,1,0
org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.deblockFrame(Picture),0,0,0,0,1,1,0,0,0,0,0,0,2,0
"org.jcodec.codecs.h264.io.CAVLC.readCoeffs(BitReader,VLC,VLC[],int[],int,int,int[])",1,11,0,0,0,4,0,0,0,0,0,0,4,12
"org.jcodec.codecs.h264.decode.CoeffTransformer._idct4x4(int[],int[])",0,0,0,0,3,0,0,0,0,0,0,0,3,0
org.jcodec.codecs.h264.H264Utils.unescapeNAL(ByteBuffer),1,1,0,0,0,0,0,0,1,0,0,0,1,2
org.jcodec.codecs.h264.BufferH264ES.nextFrame(),0,3,0,0,0,0,0,0,1,0,0,0,1,3
"org.jcodec.codecs.h264.decode.MBlockDecoderIntraNxN.decode(MBlock,Picture)",2,0,0,0,0,2,0,0,0,0,0,0,2,2
"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma03(byte[],int,byte[],int,int,int,int,int,int)",0,0,0,0,1,1,0,0,0,0,0,0,2,0
"org.jcodec.containers.mp3.MPEGAudioDemuxer.skipJunkBB(int,ByteBuffer)",0,0,0,0,0,0,0,0,1,0,0,0,1,0
"org.jcodec.codecs.h264.decode.SliceReader.readPredictionInter16x16(MBlock,int,boolean,boolean,int,PartPred)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jcodec.codecs.common.biari.MDecoder.renormalize(),0,1,0,0,0,0,0,0,1,0,0,0,1,1
"org.jcodec.codecs.h264.decode.BlockInterpolator.getBlockLuma(Picture,Picture,int,int,int,int,int)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.jcodec.codecs.h264.decode.CAVLCReader.readUEtrace(BitReader,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.decode.ChromaPredictionBuilder.predictDC(int[][],int,boolean,boolean,byte[],byte[],byte[])",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.calcBoundaryStrenth(boolean,boolean,boolean,int,int,int,int,int,int,int,int)",1,4,0,0,0,0,0,0,0,0,0,0,0,5
"org.jcodec.codecs.h264.decode.MBlockDecoderUtils.copyCol(byte[],int,int,int,byte[])",0,0,0,0,1,0,0,0,0,0,0,0,1,0
"org.jcodec.codecs.h264.io.CABAC.readCoeffs(MDecoder,BlockType,int[],int,int,int[],int[],int[])",0,3,0,1,2,0,0,0,0,0,0,0,2,4
"org.jcodec.codecs.h264.decode.MBlockDecoderInter.predictInter16x16(MBlock,Picture,Picture[][],int,int,boolean,boolean,boolean,boolean,MvList,int,int,PartPred)",1,0,0,0,1,0,0,0,0,0,0,0,1,1
"org.jcodec.codecs.h264.decode.CoeffTransformer.dequantizeAC(int[],int,int[])",1,1,0,0,0,3,0,0,0,0,0,0,3,2
"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.fillVerticalEdge(Picture,int,int,int[][])",1,1,0,0,1,2,0,0,0,0,0,0,3,2
"org.jcodec.codecs.h264.decode.Intra4x4PredictionBuilder.predictWithMode(int,int[],boolean,boolean,boolean,byte[],byte[],byte[],int,int,int,byte[])",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"org.jcodec.codecs.h264.decode.CAVLCReader.readNBit(BitReader,int,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.jcodec.common.io.BitWriter.putInt(int),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.decode.MBlockDecoderInter.residualInter(MBlock,Frame[][],boolean,boolean,int,int,int)",2,0,0,0,0,0,0,0,0,0,0,0,0,2
org.jcodec.codecs.h264.decode.CoeffTransformer.invDC4x4(int[]),0,0,0,0,2,0,0,0,0,0,0,0,2,0
"org.jcodec.codecs.h264.decode.PredictionMerger.copyPrediction(byte[],int,int,int,int,byte[])",0,0,0,0,1,0,0,0,0,0,0,0,1,0
"org.jcodec.codecs.h264.decode.deblock.DeblockingFilter.fillHorizontalEdge(Picture,int,int,int[][])",1,1,0,0,1,2,0,0,0,0,0,0,3,2
"org.jcodec.codecs.h264.encode.MBDeblocker.deblockMBGeneric(EncodedMB,EncodedMB,EncodedMB,int[][],int[][])",2,0,0,0,2,0,0,0,0,0,0,0,2,2
org.jcodec.codecs.h264.encode.MBEncoderI16x16.extractDC(int[][]),0,0,0,0,1,0,0,0,0,0,0,0,1,0
"org.jcodec.common.IntArrayList.set(int,int)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.common.io.VLCBuilder.setInt(int,int,int)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.io.CAVLC.readACBlock(BitReader,int[],int,int,boolean,MBType,boolean,MBType,int,int,int[])",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.jcodec.codecs.h264.H264Utils.escapeNAL(ByteBuffer,ByteBuffer)",0,1,0,0,0,0,0,0,1,0,0,0,1,1
"org.jcodec.containers.mp4.boxes.NodeBox.findBox(Box,List<String>,Collection<Box>)",1,2,0,0,0,0,0,1,0,0,0,0,1,3
"org.jcodec.codecs.h264.encode.MBDeblocker._filterBs(int,int,int,byte[],byte[],int,int,int,int,int,int,boolean)",4,0,0,0,0,0,0,0,0,0,0,0,0,4
